review_id,platform,reviewer_id,reviewer_name,product_id,product_name,review_text,rating,category,timestamp
KONGA_6227408_002,Konga,3849438,Andreas,6227408,hisense-55-a6n-uhd-smart-4k-tv-free-wall-bracket-one-year-warranty-6227408,Very nice driver,5,Electronics,2024-03-21 08:51:21
KONGA_6305407_001,Konga,2838795,Favour,6305407,cerave-facial-moisturizing-lotion-spf-50-for-normal-to-dry-skin-with-3-ceramides-niacinamide-and-vit-e-52ml-6305407,No comment ,5,Beauty,2025-03-18 16:38:47
KONGA_6304483_001,Konga,1941136,Obioma Kelechi,6304483,cerave-hydrating-hyaluronic-acid-serum-with-3-essential-ceramides-hyaluronic-acid-and-vit-b5-30ml-6304483,Love it,5,Beauty,2025-11-08 20:34:25
KONGA_6303051_001,Konga,159401,Nathaniel,6303051,cerave-skin-renewing-retinol-serum-with-3-essential-ceramides-and-hyaluronic-acid-30ml-6303051,Fantastic ,5,Beauty,2024-08-05 06:11:54
KONGA_6300384_001,Konga,2326202,Ujunwa,6300384,la-roche-posay-cicaplast-baume-b5-40ml-6300384,Good!,4,Beauty,2024-10-26 12:15:11
KONGA_6300384_002,Konga,2326202,Ujunwa,6300384,la-roche-posay-cicaplast-baume-b5-40ml-6300384,Nice,4,Beauty,2024-12-04 11:09:25
KONGA_6300384_003,Konga,2485748,Omotunde,6300384,la-roche-posay-cicaplast-baume-b5-40ml-6300384,Great,5,Beauty,2026-06-02 13:31:04
KONGA_6138374_001,Konga,2168469,Ajose,6138374,cerave-hydrating-cleanser-for-normal-to-dry-skin-473ml-with-hyaluronic-acid-and-3-essential-ceramides-6138374,This works perfectly and worth it.,5,Beauty,2026-06-12 13:44:16
KONGA_6138374_002,Konga,4230728,Allen,6138374,cerave-hydrating-cleanser-for-normal-to-dry-skin-473ml-with-hyaluronic-acid-and-3-essential-ceramides-6138374,,5,Beauty,2026-02-22 17:48:58
KONGA_6158833_001,Konga,4159701,Raphael,6158833,cerave-blemish-control-face-cleanser-with-2-salicylic-acid-and-niacinamide-blemish-prone-skin-236ml-6158833,,5,Beauty,2025-11-06 13:53:58
KONGA_6158833_002,Konga,4220471,Ayebapriye,6158833,cerave-blemish-control-face-cleanser-with-2-salicylic-acid-and-niacinamide-blemish-prone-skin-236ml-6158833,,4,Beauty,2026-01-27 11:20:15
KONGA_6265043_001,Konga,1448028,Rabih,6265043,la-roche-posay-lipikar-moisturising-balm-ap-m-6265043,thank you,5,Beauty,2025-06-19 13:36:53
KONGA_6158830_001,Konga,2518933,Nnamdi,6158830,cerave-moisturising-lotion-for-dry-to-very-dry-skin-236ml-with-hyaluronic-acid-and-3-essential-ceramides-6158830,"Awesome, one of the best moisturizers ",5,Beauty,2026-02-24 16:49:39
KONGA_6158830_002,Konga,2584685,Emmanuel,6158830,cerave-moisturising-lotion-for-dry-to-very-dry-skin-236ml-with-hyaluronic-acid-and-3-essential-ceramides-6158830,Timely delivery,5,Beauty,2025-06-12 12:33:24
KONGA_6158830_003,Konga,4176595,peter,6158830,cerave-moisturising-lotion-for-dry-to-very-dry-skin-236ml-with-hyaluronic-acid-and-3-essential-ceramides-6158830,,4,Beauty,2026-06-29 20:38:48
KONGA_4351181_001,Konga,3034126,Ahunanya,4351181,shirt-tucking-stay-4351181,cool.  I love it,3,Fashion,2021-12-13 08:26:20
KONGA_4351181_002,Konga,3463257,Festus ,4351181,shirt-tucking-stay-4351181,Good product ,4,Fashion,2023-03-28 10:22:09
KONGA_4351181_003,Konga,3497214,Ebube,4351181,shirt-tucking-stay-4351181,Its great,5,Fashion,2023-05-14 05:48:42
KONGA_3576858_001,Konga,1939208,Nike,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Is too expensive reduce it,1,Fashion,2017-09-21 15:09:07
KONGA_3576858_002,Konga,35234,Olamide,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,always good to have,5,Fashion,2023-03-06 11:30:37
KONGA_3576858_003,Konga,35234,Olamide,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-08-10 10:24:22
KONGA_3576858_004,Konga,95275,Joseph,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Too expensive ,3,Fashion,2017-10-13 01:06:00
KONGA_3576858_005,Konga,142897,Anu ,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Does the job ,3,Fashion,2023-01-24 08:04:34
KONGA_3576858_006,Konga,142897,Anu ,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Does the job ,4,Fashion,2023-01-24 08:04:08
KONGA_3576858_007,Konga,146939,salamatu,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Superb,5,Fashion,2026-01-26 05:41:58
KONGA_3576858_008,Konga,154452,Temitope,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,"Perfectly sized to ship my items, but I'm wondering why its been out of stock for so long, please restock and make available as soon as possible.",3,Fashion,2022-10-17 09:11:57
KONGA_3576858_009,Konga,154452,Temitope,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Perfect for shipping my items,5,Fashion,2022-10-17 09:09:33
KONGA_3576858_010,Konga,280390,Ajokpaoghene,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Cool,4,Fashion,2024-08-19 10:11:30
KONGA_3576858_011,Konga,313786,michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,so much delay,5,Fashion,2017-10-23 10:41:11
KONGA_3576858_012,Konga,414970,Amaka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,in good condition,5,Fashion,2023-01-06 13:39:33
KONGA_3576858_013,Konga,424570,efetobore,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-12-28 17:48:31
KONGA_3576858_014,Konga,424570,efetobore,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-12-28 17:48:01
KONGA_3576858_015,Konga,518071,Tolu,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,4,Fashion,2025-08-19 23:59:36
KONGA_3576858_016,Konga,524244,Segun,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good quality.,4,Fashion,2023-08-18 07:39:51
KONGA_3576858_017,Konga,532030,Ifeanyi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2022-10-21 08:22:58
KONGA_3576858_018,Konga,532030,Ifeanyi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,GOOD,4,Fashion,2022-11-22 12:25:12
KONGA_3576858_019,Konga,532030,Ifeanyi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good one,4,Fashion,2022-04-27 05:27:01
KONGA_3576858_020,Konga,543328,kikelomo,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great,5,Fashion,2023-03-22 14:19:14
KONGA_3576858_021,Konga,546481,Ibironke,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2022-04-28 20:52:54
KONGA_3576858_022,Konga,551465,Tolu,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Received promptly.,5,Fashion,2017-09-25 09:28:43
KONGA_3576858_023,Konga,620454,Chima,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2022-09-06 13:41:00
KONGA_3576858_024,Konga,620454,Chima,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,5,Fashion,2022-07-26 05:28:08
KONGA_3576858_025,Konga,623311,anon,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,3,Fashion,2022-03-22 14:28:46
KONGA_3576858_026,Konga,660894,Emmanuel,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice.,4,Fashion,2022-10-03 17:24:27
KONGA_3576858_027,Konga,674170,Alfreds,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,fine,4,Fashion,2022-03-10 23:05:11
KONGA_3576858_028,Konga,682635,dotun,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2022-07-25 06:18:16
KONGA_3576858_029,Konga,683984,Emelda,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,3,Fashion,2017-09-14 09:08:33
KONGA_3576858_030,Konga,692312,Dimeji,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,5,Fashion,2017-09-07 08:17:39
KONGA_3576858_031,Konga,700461,Michael,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,the product is okay as usual,5,Fashion,2024-08-02 19:22:26
KONGA_3576858_032,Konga,708692,Odunola,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,NICE,5,Fashion,2022-10-08 17:41:36
KONGA_3576858_033,Konga,746444,Azuka ,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great ,4,Fashion,2023-07-09 20:39:40
KONGA_3576858_034,Konga,752350,OLUDOTUN,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good product,5,Fashion,2023-05-19 18:56:31
KONGA_3576858_035,Konga,762938,Akinwande,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Excellent,4,Fashion,2022-04-19 09:50:44
KONGA_3576858_036,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-05-17 19:43:45
KONGA_3576858_037,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-06-14 14:56:58
KONGA_3576858_038,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-01-15 08:19:11
KONGA_3576858_039,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-06-20 07:29:07
KONGA_3576858_040,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great product,5,Fashion,2021-07-06 05:36:34
KONGA_3576858_041,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-01-03 23:19:25
KONGA_3576858_042,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Okay,5,Fashion,2022-06-04 16:56:03
KONGA_3576858_043,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-02-02 20:51:58
KONGA_3576858_044,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Okay,5,Fashion,2022-05-04 08:29:53
KONGA_3576858_045,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-09-16 16:14:48
KONGA_3576858_046,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:56:12
KONGA_3576858_047,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Smaller sizes needed,5,Fashion,2024-03-18 08:48:33
KONGA_3576858_048,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-05-11 18:11:22
KONGA_3576858_049,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-11-21 05:56:48
KONGA_3576858_050,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-09-16 16:14:33
KONGA_3576858_051,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Okay,5,Fashion,2022-10-03 06:51:13
KONGA_3576858_052,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-03-30 13:39:43
KONGA_3576858_053,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-06-14 14:57:12
KONGA_3576858_054,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:56:22
KONGA_3576858_055,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good quality,5,Fashion,2022-04-19 21:56:38
KONGA_3576858_056,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Smaller sizes required ,5,Fashion,2024-03-18 08:48:19
KONGA_3576858_057,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2022-06-04 16:56:18
KONGA_3576858_058,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:56:00
KONGA_3576858_059,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:53:41
KONGA_3576858_060,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-11-21 05:56:31
KONGA_3576858_061,Konga,811812,Christiana,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:53:23
KONGA_3576858_062,Konga,838437,Uche,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Smells well,5,Fashion,2024-10-04 22:38:59
KONGA_3576858_063,Konga,838437,Uche,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2022-06-22 19:23:16
KONGA_3576858_064,Konga,840597,Emmanuel,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,perfect,5,Fashion,2022-10-01 15:16:31
KONGA_3576858_065,Konga,851368,David,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good taste,5,Fashion,2023-02-01 09:57:19
KONGA_3576858_066,Konga,869088,Joy,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,thanks.,4,Fashion,2022-10-03 12:15:56
KONGA_3576858_067,Konga,869088,Joy,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,quick delivery. thanks.,4,Fashion,2022-10-03 12:15:17
KONGA_3576858_068,Konga,869088,Joy,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good.,4,Fashion,2022-10-03 12:14:38
KONGA_3576858_069,Konga,869101,Abayomi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-01-22 08:01:57
KONGA_3576858_070,Konga,886379,asheye ,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,lovely,5,Fashion,2023-09-22 15:21:16
KONGA_3576858_071,Konga,891058,Rauf,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Okay,5,Fashion,2023-01-25 08:07:02
KONGA_3576858_072,Konga,900719,olasoji,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-08-17 17:36:36
KONGA_3576858_073,Konga,900719,olasoji,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Excellent thanks ,5,Fashion,2022-08-17 17:36:00
KONGA_3576858_074,Konga,903848,ezenachukwu,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2022-10-30 13:39:17
KONGA_3576858_075,Konga,904440,Hai ,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,NICE ONE ,5,Fashion,2017-09-18 09:20:14
KONGA_3576858_076,Konga,953970,Stephen,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,3,Fashion,2024-07-03 17:04:08
KONGA_3576858_077,Konga,953970,Stephen,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2023-04-21 17:55:46
KONGA_3576858_078,Konga,953970,Stephen,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,3,Fashion,2024-01-23 04:23:44
KONGA_3576858_079,Konga,986901,job,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-08-05 19:48:33
KONGA_3576858_080,Konga,986901,job,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-05-12 21:49:46
KONGA_3576858_081,Konga,986901,job,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2022-04-08 19:08:31
KONGA_3576858_082,Konga,986901,job,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2022-04-08 19:08:46
KONGA_3576858_083,Konga,1005233,Abdulrazak,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,as is,5,Fashion,2022-08-16 16:14:04
KONGA_3576858_084,Konga,1026908,OLUMUYIWA,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,EXCELLENT,5,Fashion,2024-10-07 23:05:49
KONGA_3576858_085,Konga,1033669,makanjuola,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,4,Fashion,2023-03-18 15:12:33
KONGA_3576858_086,Konga,1033669,makanjuola,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,very good,4,Fashion,2023-03-18 15:11:59
KONGA_3576858_087,Konga,1037142,Tolani,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Fairly good product,3,Fashion,2017-09-18 08:06:24
KONGA_3576858_088,Konga,1040980,ikemefuna,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Receivec intact,4,Fashion,2024-11-02 13:11:37
KONGA_3576858_089,Konga,1061611,VICTOR,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good nylon,5,Fashion,2022-07-10 23:33:36
KONGA_3576858_090,Konga,1061611,VICTOR,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good one,5,Fashion,2024-11-04 11:38:38
KONGA_3576858_091,Konga,1061611,VICTOR,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2022-08-28 07:54:57
KONGA_3576858_092,Konga,1061611,VICTOR,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,affordable,4,Fashion,2022-08-28 07:55:13
KONGA_3576858_093,Konga,1061611,VICTOR,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2022-08-28 07:54:43
KONGA_3576858_094,Konga,1061611,VICTOR,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,4,Fashion,2022-08-28 07:55:29
KONGA_3576858_095,Konga,1069384,oluwabukola,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good product ,5,Fashion,2022-08-06 08:53:41
KONGA_3576858_096,Konga,1069384,oluwabukola,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Useful,4,Fashion,2022-08-12 15:53:08
KONGA_3576858_097,Konga,1094091,Tomilade,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,5,Fashion,2017-10-30 08:37:54
KONGA_3576858_098,Konga,1109202,Olutaller,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,5,Fashion,2017-10-08 07:13:23
KONGA_3576858_099,Konga,1133170,EBI,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,I am happy with the product. ,5,Fashion,2021-09-28 15:13:19
KONGA_3576858_100,Konga,1136605,Motunrayo,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,4,Fashion,2017-09-20 06:00:38
KONGA_3576858_101,Konga,1157375,Emmanuel,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,5,Fashion,2022-05-20 19:30:34
KONGA_3576858_102,Konga,1163947,Mathew,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,This Product is Awesome,5,Fashion,2017-09-12 00:57:14
KONGA_3576858_103,Konga,1167960,don,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great ,4,Fashion,2024-09-25 14:45:03
KONGA_3576858_104,Konga,1177051,Debo,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2022-07-28 16:17:39
KONGA_3576858_105,Konga,1177051,Debo,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good and affordable,5,Fashion,2022-08-20 09:01:51
KONGA_3576858_106,Konga,1186393,Mbonu,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2024-11-18 15:13:33
KONGA_3576858_107,Konga,1190196,Udoka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-10-27 12:42:43
KONGA_3576858_108,Konga,1190196,Udoka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-05-07 06:28:02
KONGA_3576858_109,Konga,1190196,Udoka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2021-05-23 23:11:04
KONGA_3576858_110,Konga,1190196,Udoka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2022-12-01 01:47:05
KONGA_3576858_111,Konga,1190196,Udoka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-06-24 03:04:27
KONGA_3576858_112,Konga,1190196,Udoka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-06-24 03:05:03
KONGA_3576858_113,Konga,1190196,Udoka,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-10-27 12:43:17
KONGA_3576858_114,Konga,1193083,shut ,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Excellent!! ,4,Fashion,2024-08-16 16:21:18
KONGA_3576858_115,Konga,1208943,Abiodun,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2022-08-22 16:57:26
KONGA_3576858_116,Konga,1208943,Abiodun,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2024-11-04 11:41:48
KONGA_3576858_117,Konga,1223210,Funmi,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,YES I AM HAPPY WITH YHE NEW ORDER THANK YOU VERY MUCH KONGA.,5,Fashion,2017-09-18 10:39:26
KONGA_3576858_118,Konga,1271270,Uzoma,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,"Good quality, fast delivery ",5,Fashion,2022-07-10 06:35:15
KONGA_3576858_119,Konga,1338888,grace,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good deal ,5,Fashion,2023-01-10 04:16:06
KONGA_3576858_120,Konga,1345179,oguntunde,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice job,4,Fashion,2023-06-18 20:22:30
KONGA_3576858_121,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2025-01-14 06:38:17
KONGA_3576858_122,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,3,Fashion,2025-01-14 06:38:44
KONGA_3576858_123,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:40:53
KONGA_3576858_124,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2025-01-14 06:38:03
KONGA_3576858_125,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-03-11 11:38:46
KONGA_3576858_126,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:47:46
KONGA_3576858_127,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,4,Fashion,2023-04-20 13:01:34
KONGA_3576858_128,Konga,1363720,Chibueze,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-04-20 13:41:52
